sentence,label
.,1
"with all the sympathy , empathy and pity fogging up the screen .",1
"a chick flick of the first order , disguised by just enough historical detail to elevate the proceedings somewhat .",1
.,1
blue crush is anything but .,1
the trail twists and turns until the squad uncovers more than anyone would have ever given them credit for .,0
"when a group of teens win a contest to spend a night in michael myers' childhood home to be broadcast live on the internet , they believe they are in for a little fun and some free publicity .",0
"eagle is facing his own living hell 3 , 000 miles away in new jersey .",0
"holy mad maniac in a mask , splat-man !",1
"he pays the price for his sleepless night , however , the next morning when his father awakens him into a whole nude world .",0
"For some, the towering 80,000 seater Bernabeu shaded the bigger Camp Nou.",1
"while playing , young t&#252 ; rlich falls unconscious onto a duck nest and is carried away forever by the small river .",0
seldom has a movie so closely matched the spirit of a man and his work .,1
"i admired it , particularly that unexpected downer of an ending .",1
but the latter is currently in a swedish prison cell .,0
"banks is a hit man , the best , usually working for latin american drug cartels .",0
"john klein ( richard gere ) , a washington newspaper reporter leaves his job after his wife ( debra messing ) dies to investigate strange reports , including psychic visions ( "" prophecies "" ) and sightings of winged creatures ( "" mothmen "" ) , in a small west virginia town , that may be the signs of an alien invasion of earth .",0
"Blockchains are ledgers of transactions kept by a set of participants, none of which is accorded special status as the “correct one.” Instead, agreement is reached by a process of consensus.",0
"The main novelties in the current paper are an inference rule in the axiom system reflecting the limit closure of paths, a new strongly aconjunctive deterministic normal form for formulae, and the way the completeness proof takes advantage of techniques provided by automata theory.",0
"serious and conservative , jamie ( moore ) was as far from cool as she could possibly be , and didn't care .",0
"LOS ANGELES  Welcome to Lakerland, where the working motto is now: another day, another bombshell.",1
"a real audience-pleaser that will strike a chord with anyone who's ever waited in a doctor's office , emergency room , hospital bed or insurance company office .",1
"with grit and determination molly guides the girls on an epic journey , one step ahead of the authorities , over 1 , 500 miles of australia's outback in search of the rabbit-proof fence that bisects the continent and will lead them home .",0
.,1
.,1
"in this way , we will find space between these to fit smaller stones , our small necessities .",0
"To aid in the development of such catalysts, physical methods are used to probe the photochemistry of small molecule activation in the context of solar-to-fuels cycles.",0
 .,1
.,1
"trying to avoid jail time from credit card fraud , price ( patrick mcknight ) , at the advice of his cousin , hides out at a college fraternity .",0
"paravasu's young brother arvasu ( milind soman ) is in love with a tribal girl , nittilai ( sonali kulkarni ) .",0
but such quibbling will diminish in view of the film's overall impact .,1
"living hermit-like and existing on a strict alcohol diet , mudd's world has collapsed .",0
based on real events then fictionalized the film is set in los angeles circa 1977 and chronicles the rise of two fast-talking hustlers charlie rainone and jack brenner from the streets of south philly to the executive towers of the music business .,0
.,0
-greaseballs mob action-comedy .,1
"this isn't an original film , but it is an effective one .",1
Lemberger then hit her 3-pointer to give UCLA the lead back and they held on tightly from there.,0
Follow her on Twitter @nancygay.,0
"while accompanying an us senator on his mission in cuba , he makes a botch of so many things , that a minor blunder by the senator turns into a serious incident , which intensifies into a second cuban crisis - thanks to further entanglements by the media , police , and diplomats who represent the arch-enemies usa and cuba .",0
Rafael Nadal had just taken the opening set in his comeback match against Argentine Federico Del Bonis 6-3.,1
The language is specified as a core calculus and its capabilities are presented in an idealized setting.,0
"when zidanes refuses , christin decides to fake a suicide attempt , hoping budcasso will take pity on her .",0
"nearly manages to be what "" blow "" couldn't - a perpetual night party that generates a sick fascination to the bitter end .",1
"ethan fernier is obsessed with the horror movies of b-movie director , winston korman .",0
evil .,0
"LOS ANGELES  Without question, the 2012-13 season is one of the worst in the history of pro basketball's marquee franchise.",1
"Diggins scored 21 points, all in the first half when she was 9-of-9 shooting, to lead the Fighting Irish to an 89-44 victory over Providence on Saturday, becoming the fourth Irish player to ever score 2,000 career points.",0
"filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience .",1
even though the film runs a brief 71 minutes -- finishing off with footage of reno talking with new yorkers on the street in the aftermath of 9/11 -- reno shows enough gusto to make you a fan .,1
"shown as an episode of "" the south bank show "" .",0
"an astonishing feat for a major star let alone a 27 year old from pickum , south carolina who only two years ago was sleeping in a cardboard box in the back alleys of detroit with her mother , connie , and her uncle clutch , while playing guitar on the streets for spare change .",0
"a hypnotic portrait of this sad , compulsive life .",1
"as a technical exercise that redefines moviemaking , it is astonishing .",1
"Knowledge of the biological inorganic chemistry of zinc ions is essential for understanding its cellular biology and for designing complexes that deliver zinc to proteins and chelating agents that remove zinc from proteins, for detecting zinc ion species by qualitative and quantitative analysis, and for proper planning and execution of experiments involving zinc ions and nanoparticles such as zinc oxide (ZnO).",0
it's hard to believe that something so short could be so flabby .,1
the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate .,1
"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .",1
"context is provided by those who protested against segregation and the limited franchise earlier in bermuda by authoring a "" secret document "" that analysed the social problems of the island .",0
"it has no affect on the kurds , but it wore me down .",1
nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .,1
"This makes the metatheory of rewriting logic accessible to the user in a clear and principled way, and makes possible many advanced metaprogramming applications, including user-definable strategy languages, language extensions by new module composition operations, development of theorem proving tools, and reifications of other languages and logics within rewriting logic.",0
the tale of ancanar is an original fantasy story inspired by the author j .,0
"On another note, I invite readers to participate in the Shock and Vibration Response Spectra and Software Training Course described on page 2.",0
"but melanie's past holds many secrets , including jake , the redneck husband she married in high school , who refuses to divorce her .",0
This dataset started being recorded more than 30 years ago and it is composed of more than 4000 patients that underwent a renal transplantation or are waiting for it.,0
the good girl is a film in which the talent is undeniable but the results are underwhelming .,1
"a geo-political thriller where gerry anderson finds that sometimes , everybody really is out to get you .",0
"Their Feynman graphs are fat and in addition to vertices, edges and faces, they also contain higher dimensional cells, called bubbles.",0
.,0
We conclude with experimental data with adults and preliminary evaluations of the model on natural language corpus data.,0
.,1
"heavily pregnant , and wanting to terminate her pregnancy , she's on the run from the future parents , searching for sophie's old flame , ken .",0
Dedicated to Prof. Louis C.W.,0
"chabrol's subtlest works , but also one of his most uncanny .",1
"in the spirit of the season , i assign one bright shining star to roberto benigni's pinocchio -- but i guarantee that no wise men will be following after it .",1
a surreal fairy tale that coils in on itself like a slow-motion whirlpool and achieves an atmosphere of sublime creepiness without ever precisely making sense .,1
.,1
The couplings are nonlinear.,0
"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdo .",1
He appears weekly on MLB on FOX.,0
"a series of mysterious and bizarre death threats soon ushers in symptoms of paranoia , unwelcome fame , and eventually a severe case of writer's block .",0
We begin with a discussion of the astrophysical evidence for dark matter.,0
"ice cube , as usual , is an appealing presence , but the rest of the cast shines as well .",1
Olympic gold medalist?,0
.,1
"After the game, and I would say it depends on the state of the players, but hopefully Utd will have put in the effort against Madrid that forces a few younger players to take over temporarily.",0
"before they can win some money , a local mob boss , frank finnigan , sees the horse and steals it as payment for the gambling debt of tony , a local jockey and single parent .",0
"in the end , the movie bogs down in insignificance , saying nothing about kennedy's assassination and revealing nothing about the pathology it pretends to investigate .",1
"i wish i could say "" thank god it's friday "" , but the truth of the matter is i was glad when it was over .",1
the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .,1
as warren he stumbles in search of all the emotions and life experiences he's neglected over the years .,1
"years later , at the inauguration of the 'paradise-casino' , patricia announces to a stunned crowd and a flabbergasted katherine that she immediately retires from showbusiness .",0
"Specifically, it appears that the central bank of Korea aggressively responds to positive inflation gaps compared to negative inflation gaps.",0
isabel is a naive provincial lass who works as an indigenous fabric weaver while clara is the liberated city girl .,0
it's young guns meets goodfellas in this easily skippable hayseeds-vs .,1
 .,1
ultimately leaves viewers with the task of divining meaning .,1
at times auto focus feels so distant you might as well be watching it through a telescope .,1
﻿I HAD a really upsetting phone call the other day.,1
"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",1
TA suggests a common photo-intermediate that is probed by photocrystallography to reveal structural changes associated with transition to the proposed common intermediate.,0
Zab Judah's super lightweight title defense against Danny Garcia at the Barclays Center has been rescheduled for April 27 after the challenger sustained a rib injury during training.,0
"he discovers a dark side to the circus and decides to leave , but finds he is caught between his love of a circus girl and the dark hand of the boss who is determined he stays .",0
"This landmark textbook published by The MIT Press combines depth and breadth of coverage with recent, cutting-edge work in all the major areas of modern labor economics.",0
it's also heavy-handed and devotes too much time to bigoted views .,1
glizty but formulaic and silly .,1
"By performing dynamic light scattering on a wide angular range, we study the relaxation dynamics of a reversible network formed by DNA tetravalent nanoparticles, finding a slow relaxation mode that is wave vector independent at large q and crosses over to a standard q-2 viscoelastic relaxation at low q. Exploiting the controlled properties of our DNA network, we attribute this mode to fluctuations in local elasticity induced by connectivity rearrangement.",0
"Featuring all 30 NBA teams, players throughout the league are joining community members and partners to highlight the importance of living an active, healthy lifestyle.",0
"human nature is a goofball movie , in the way that malkovich was , but it tries too hard .",1
"sheds light on the darkest corner of america's soul  and the man with the torch is the unlikely figure of a shuffling , bespectacled and overweight and underpaid filmmaker in baggy jeans .",1
"a photographic marvel of sorts , and it's certainly an invaluable record of that special fishy community .",1
This MQP examines the teaching practices concerning group theory in chemistry and chemistry in group theory at WPI as well as other colleges.,0
Let p: E → X be an SU (2)-bundle over a simply connected smooth closed 4-manifold X with Chern number k = nk′.,0
later that week he put the scenes together in an effort to wrap his head around it all .,0
"iwai creates yuichi's world as much through disembodied moments of sight and sound as through action , building to a surprising stab of melancholy .",1
the end of the journey leaves no-one capable of going back to where they started from .,0
"a year later , strange things start to happen , as each person that was connected to the hit and run incident is being killed .",0
"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world .",1
The usual methods for accommodating the empirical evidence regarding economic theory share the following feature: they take the basic economic account as canonical.,0
it may .,1
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest .",1
but it also has many of the things that made the first one charming .,1
"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have .",1
"feelings he interprets with his five senses reflect the emotions of others , not his own .",0
"it also serves as indictment of the ridiculously shallow , pre-fab music industry in general .",1
Astroparticle physics is a field rich of perspectives in investigating the ultra-high energy region which will never be accessible to man made machines.,0
The motivation is from the connection between CSW TQFT and the Ashtekar variables.,0
"the plot involves an innocent poor boy , who is a happy go lucky , always trying to live a stylish life .",0
"the guilt that he feels has altered his sense of reality , making matt's life a mystery full of shadows and phantoms .",0
standard story of boy meets girl and girl thinks he is gay .,0
"it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental .",1
"Whereas the author is convinced that in the long run what psychology really has to deal with is exactly the tension between biological laws and cultural rules he restricts his argument to the ""cultural side"" of this problem.",0
The Canadiens went on the man advantage after Andy Greene took down Erik Cole at 4:01.,0
"disrespectful and selfish , sang-woo lashes out in anger , perceiving that he has been abandoned .",0
"whether noam chomsky , the mit linguist and political philosopher , is the most important intellectual alive , as the new york times once famously called him , is open for debate .",0
"obsessed by the world of pool , johnny ( mars callahan ) could be one of the best .",0
"After watching Jordan Crawford go on the road and finish off the Trail Blazers earlier this week on Martin Luther King Jr. Day, DeMar Derozan repeated the act across country in Orlando.",1
"Then that went away and I saw the next one, and I saw the order they were going in, and then all of a sudden I realized it  we just got the No.",1
a .,0
"the you-are-there style ultimately enhances abc africa's ability to get inside the soul of uganda , and of the viewer .",1
[Doetjes02]) or between prosodic architecture and discourse organization after focus (cf.,0
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,1
"until then , he spends most of his time watching sloppy tearjerkers on video .",0
Our obtained results are great basics of following working on the neural network and succeeding studies in the field of education.,0
.,1
compared to sorority boys .,1
"call it magic realism or surrealism , but miss wonton floats beyond reality with a certain degree of wit and dignity .",1
the only question .,1
the entire movie is filled with deja vu moments .,1
"for anyone who cares about the future of america , it's required viewing .",1
Even the greatest franchises aren’t immune.,1
"now , akshay must battle those that he has to overcome to get what he needs to help his mother and survive the wilderness .",0
he wanted to make a difference - but nothing does at downview high .,0
however both amerika and zed get more than they bargained for when the carpet cleaners carry out their diabolical plan .,0
Take a look back at some of his finer moments.,0
only at the prospect of beck's next project .,1
"when anti-death-penalty activist david gale is convicted and condemned to death for the murder of a colleague , reporter bitsey bloom sets out to learn the story behind gale's crime .",0
"but the problem with wendigo , for all its effective moments , isn't really one of resources .",1
vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,1
"a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit's classic mistaken identity farce into brutally labored and unfunny hokum .",1
You’ve seen teams figure it out.,1
"Eight days after winning her first league championship, the 33-year-old Finals MVP told reporters that a busy summer and the most remarkable year of an already sterling career, has not changed her future plans.",1
This study also shows that genetic influences on executive attention may be specific to certain anatomical networks rather than affecting performance in a global or non-specific manner.,0
"tavernier shows us , in more ways than one , that le ciné ma de qualité lives on .",1
"the cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama .",1
"evil , mini-me and goldmember through time , he stops in 1975 to "" connect "" with an old girlfriend , detective foxy cleopatra , and requests her help to track the villains and save his father .",0
a witty screen adaptation of this classic comedy of manners with its generous supply of snappy one-liners .,1
billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .,1
"a morality tale whose thought-provoking potential is hampered by a made-for-tv look , rigid performances and an asinine 'twist' that brazenly rips off the sixth sense .",1
the world around him seemingly comes to a stop ; everything and everybody becomes frozen in time .,0
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .",1
"trapped in a lovers triangle and ruthless game of lust , greed , and betrayal we follow one woman's hypnotic journey to discover her true self .",0
"enter four months later , when it seems reasonable to say that charlie should be feeling better .",0
"if you like quirky , odd movies and/or the ironic , here's a fun one .",1
"this is a man's man , a ladies man , a super-hero : he's ted davis : "" bachelorman "" when the woman of his dreams , "" heather "" moves in next door , ted's ordeal begins .",0
"the setting is new york's five points , the most violent part of the world at the time .",0
"the attempt is courageous , even if the result is wildly uneven .",1
.,1
the basic premise is intriguing but quickly becomes distasteful and downright creepy .,1
"rife with the rueful , wry humor springing out of yiddish culture and language .",1
"This entry examines the sociohistorical events in American and British social psychologies, which helped to create the discipline's scientific basis.",0
a master at being everybody but himself he reveals to his friend and confidant saiid ( isa totah ) the truth behind his struggles .,0
graffiti removal : the act of removing tags and graffiti by painting over them .,0
.,1
"amid a towering forest of shimmering crystals , they begin to explore this ancient marvel .",0
atlantic city serenade is about the price we pay for the choices we make in the quest for power over our own inner demons .,0
battling his own demons he realizes he is just like the rest of us : good and evil .,0
a voice which seems to be coming from within the walls .,0
this curious figure gives nicholas the impression he is pressing his young son closer to the girls in his life and away from bobby .,0
"x'er , and a sexaholic .",0
"it's the cinematic equivalent of a good page-turner , and even if it's nonsense , its claws dig surprisingly deep .",1
nomad explores the futility of insulating oneself from the sometimes painful reality of human interaction .,0
a comedy adventure in the tradition of thelma and louise meets the grumpy old men .,0
"she survives and after being in a coma for five years , she wakes to seek revenge on her co-workers and boss who had attacked her .",0
"1, defeated Marion Bartoli 4-6, 6-1, 6-4, capitalizing on 14 double-faults and 46 unforced errors by her opponent.",0
"the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",1
"he led a bleak life , stuck in a boring routinity created by his ambition to become a sucessfull producer in one jakarta's leading tv station .",0
k .,1
The MLS outfit have been strongly linked with the England international ever since it became apparent that Lampard would not be offered a contract extension at Stamford Bridge.,0
"like her mother , she is down to earth , clever , and a huge fan of the musical sweeney todd .",0
a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .,1
"Nevertheless, we show a design of a chemical computer that achieves fast and reliable Turing-universal computation using molecular counts.",0
"In chapter III, the asymmetric preferences of the central bank of Korea are examined under New Keynesian sticky prices forward-looking economy framework.",0
.,1
"some , like the inmate philosopher , 451 , see the evil of their ways and repent , doing the best to keep their humanity .",0
he is reluctant to help at first because he is wearing his friend kumin's shoes and doesn't want it to be dirty .,0
"our america is the true story of two bright and ambitious chicago teenagers who , living in one of the worst inner-city neighborhoods in the country , get a chance to become reporters for npr .",0
"Halide perovskites have emerged as a class of promising semiconductor materials owing to their remarkable optoelectronic properties exhibiting in solar cells, light-emitting diodes, semiconductor lasers, etc.",0
"on top of a foundering performance , [madonna's] denied her own athleticism by lighting that emphasizes every line and sag .",1
Matt Smith's early opener was cancelled out by Luis Suarez but a howler by Reds goalkeeper Brad Jones allowed Smith to restore Oldham's lead on the stroke of half-time.,0
"Mathematically, the cardinal object is a spectral Stone bundle Σ  → B (between stably-compact locales) permitting  a treatment of the kinematics, fibre by fibre and fully point-free.",0
too bad maggio couldn't come up with a better script .,1
"Concretely, we train a model for abstract sketch generation through reinforcement learning of a stroke removal policy that learns to predict which strokes can be safely removed without affecting recognizability.",0
"also , there are motorcyclists around to bring momentum to the players .",0
"as a singular character study , it's perfect .",1
"Yet, they are not preferable for large scale applications due to the considerable observational errors caused by their excessive sensitivity to environmental and structural variations.",0
"it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .",1
Most of the Ravens were low-key and reflective following Sunday night's victory in the AFC championship game.,0
"In fact, Anthony apparently was so worked up over his team’s sixth defeat in 11 games that he wanted to let his Atlantic Division rivals know first-hand.",0
"His performance for much of Sunday at the Farmers Insurance Open, though, was reminiscent of his play during those simpler years.",0
A second analysis looked at using evolutionary algorithms to estimate text sentiment while simultaneously compressing text data.,0
"in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout  and meat loaf explodes .",1
24 Iowa State's 53-49 win over West Virginia on Saturday.,0
"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the "" webcast . """,1
-- Odyssey Sims had a little bit of rust to shake off.,0
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .",1
"also henry coville , an inscrutable professional whiskey-runner , and rat kinneson , quebec bill's perpetually disconsolate hired man .",0
"but when his feelings for the decidedly unavailable ricki begin to grow , and he actually becomes concerned for brian , tough guy gigli begins to transform into an actual human being .",0
"but like most rabbits , it seems to lack substance .",1
i walked away from this new version of e .,1
mazel tov to a film about a family's joyous life acting on the yiddish stage .,1
One of the oldest trick plays in baseball is now a balk.,0
A novel timestamp scheme handles out-of-order accesses by concurrent distributed threads without creating covert channels.,0
"A concise introduction to the key ideas and issues in the study of media economics, drawing on a broad range of case studies - from Amazon and Twitter, to Apple and Netflix - to illustrate how economic paradigms are not just theories, but provide important practical insights into how the media operates today.",0
.,0
"(2) A complete catalog of superclusters, is determined.",0
"what he doesn't expect is to get teamed up with a cocky civilian , world class boxing champion kelly robinson ( eddie murphy ) , on a dangerous top secret espionage mission .",0
jay cox não consegue sequer aproveitar os pouquíssimos momentos em que escapa da mediocridade .,1
the boy's obsessive compulsive parents are played by wendie malick and stephen root .,0
BRENDAN RODGERS could be Kop boss for another 10 years but he will never  suffer such a heartbreaking victory.,0
"fred , daphne , velma , shaggy and scooby soon realize that they cannot solve this mystery without help from each other .",0
.,1
On-farm trials conducted in Media Luna (Magdalena) and Mondomo (Cauca) are described as well as cassava/maize intercropping trials.,0
rodriguez .,1
"a remake of the danish blockbuster "" klatretosen , "" catch that girl is described as "" ocean's 11 "" or "" mission : impossible "" for kids .",0
"who , exactly , is fighting whom here ?",1
"the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a "" dungeons and dragons "" fantasy with modern military weaponry .",1
it isn't quite one of the worst movies of the year .,1
Examination of the gene expression patterns induced by these combinations using a classifier of differentiation status identified several genes that drive a transition toward the luminal subtype.,0
will god let her fall or give her a new path ?,0
just a kiss wants desperately to come off as a fanciful film about the typical problems of average people .,1
the longer version may be truer to tornatore's tripartite vision--and less simply cloying and calculated--but ultimately it's also less coherent and emotionally satisfying .,1
.,1
but ralph's got a special talent - an ability to impersonate any hollywood celebrity - the perfect disguise to hide his stutter .,0
he got to know four children who have no fathers .,0
"the film "" mnemosyne "" is based on the ancient poem "" thunder , perfect mind "" , a visual journey of the human race , exploring where we have been and what we can become .",0
"henceforth , he will meet with unexpected situations that give him the idea for the perfect counterpoint in his plot of the absurd .",0
.,0
"As a first step, a Signal Analysis Module has been implemented in order to calculate the magnitude and phase of each audio file in the database.",0
"the actors don't inhabit their roles -- they're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes .",1
the air-conditioning in the theater is working properly .,1
"the homespun musician couldn't have done it without the support of his family , friends , lovers and the neighborhood kids he called 'starchildren' , all of whom paint the big picture of bruce's life legacy and 'dimension of imagination' .",0
"supreme chancellor palpatine moves for a vote for a republic army to protect the republic , as there has not been a full-scale war since the formation of the republic .",0
"though it pretends to expose the life of male hustlers , it's exploitive without being insightful .",1
a universally accessible family fantasy with a stronger sense of its time and place than most live-action films can claim .,1
"by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",1
it's pretentious in a way that verges on the amateurish .,1
and the positive change in tone here seems to have recharged him .,1
"when he is told that he is being considered for the position of anchorman , he goes out to do a live feed but when it is announced that evan baxter was going to be the new anchorman , and he freaks out .",0
"his life is a whirl of seedy bars , seedier girlfriends and a wife two towns away .",0
the whole time your poison thoughts were running through it !,0
secrets of robert's past start to emerge as he unleashes his awesome martial arts fighting abilities to defend himself and his wife .,0
"there's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",1
"the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements .",1
a delightful entree in the tradition of food movies .,1
"isn't as groundbreaking as shiri , but has its moments .",1
it is survival of the fittest as the friendships are pushed to the limit .,0
"Rafael Nadal, who is seeded fifth, moved into the third round with a 7-6 (3), 6-2 victory over Ryan Harrison.",0
like a can of 2-day old coke .,1
"so when a jamaican family move in next door and build a cricket net in the back garden , david is in seventh heaven .",0
extraordinary debut from josh koury .,1
nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks .,1
"Funding recommendations are given for the National Science Foundation, NASA, and the Department of Energy.",0
"but someone breaks the link before they have finished and now a demon is trapped in their world and the only way to banish it , is for all the people who summoned it to die .",0
.,1
My thesis consists of three chapters on information economics and financial economics.Chapter 1:Many decentralized over-the-counter (OTC) markets have recently become subject to new regulations requiring transparency.,0
swimming isn't a major film .,1
"in the end , we go back to a bedroom , one we saw in the very first scene and realize that this story was actually being told by lucy to jess , the lawyer she's been seeing , two weeks before lucy is scheduled to leave for the writing fellowship .",0
"as asked in the first movie , what sort of people name their son gay m .",0
when their house is robbed on christmas eve they team up to track him down .,0
Every such group G has a universal covering epimorphism σ:Ḡ→G in this category.,0
"the experiment is supposed to be transported to a prison asteroid , yet manages to escape captain gantu , who was supposed to deliver him there .",0
so deft it's hard not to gasp with delight as the plot's pieces slide into place and its machinery begins humming .,1
"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life .",1
.,1
few films this year have been as resolute in their emotional nakedness .,1
.,1
"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance .",1
"parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1
"it almost plays like solaris , but with guns and jokes .",1
"the story of mitchell , a ten-year-old african american who lives with his mom in a crack-infested hotel in downtown l .",0
.,0
the movie has an avalanche of eye-popping visual effects .,1
for his drug is not dope or crack or smack .,0
"Motivated by the capabilities and techniques of C++ template metaprogramming, this thesis documents some common programming patterns, including static computation, type analysis, generative programming, and the encoding of domain-specific static checks.",0
"Since this paper details a personal research journey, examples are taken from work on home-school mathematics education, child language brokering and young caring.",0
"mst3k gone kung fooey , kung pow !",1
"together they find out , much to their horror , that all the housewives are strangely blissful , and somehow .",0
"However, static typing has a cost: adding annotations, reading the added syntax, and wrestling with the type system to fix type errors.",0
Alex Marvez is a Senior NFL Writer for FOXSports.com.,0
peter and martin - the two chefs - want to get him out and soon father and son meet for the first time in their lives .,0
"in doing so , he learns that the conventional answers of easy availability of guns , violent national history , violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage .",0
chelsea walls is a case of too many chefs fussing over too weak a recipe .,1
a blind girl gets a cornea transplant so that she would be able to see again .,0
the film is a poignant story about a unique relationship between a grandfather and his grandson before the boys bar mitzvah .,0
"the interviewees , who represent diverse relationships to and perspectives on marriage , use their own stories to explain why the filmmakers - long-term partners interested in starting a family - should or should not wed .",0
kissinger's story raises profound questions about american foreign policy and highlights a new era of human rights .,0
It was on a Monday that he defeated Rocco Mediate in a memorable 19-hole playoff for the US Open title in 2008.,0
the mafia's paul vitti ( de niro ) is back in prison and will need some serious counseling when he gets out .,0
But the consequences can be just as dire.,0
"a beautiful story of love , loss and unexpected reunions , unravels in one weekend .",0
"one stormy night , they go to get the shoes when calvin and the shoes are struck by lightning .",0
"forgotten in the nearby camp of maslakh ( slaughterhouse ) 150 , 000 displaced afghans hardly survive .",0
"After a goal-laden two-year spell with Porto, the 27-year-old Colombian international has proved just as prolific in Spain since his 40million euros switch to Madrid in the summer of 2011.",0
"Wonderboy Vettels sensational record in Newey-designed cars reads: 26 wins, 46 podiums, 36 pole placings and three successive crowns in just 100 outings.",0
"connie sumner has a loving husband , a beautiful home , and a wonderful son , but she wants more .",0
MELBOURNE—Tennis classics come in all shapes and sizes.,1
"but starla soon learns that this french girl is not only smart , attractive , and naive , but quite conniving when geneviere , with no social life of her own , beings to take over starla's , starting with stealing the affections her parents , her friends and starla's boyfriend .",0
"Fernando Torres rediscovered his goal-scoring touch too late for Chelsea's Champions League hopes on Wednesday, with the English side becoming the first holders to exit at the group stage despite a 6-1 thrashing of FC Nordsjaelland.",0
"try as he might , the roguishly handsome cliff starkey , just can't keep out of trouble .",0
but how can graham really fall in love with her when he sees each time as the first time ?,0
"only one person has the power to save the princess , a priestess .",0
"in prospect bay , a remote outpost on the south australian coast , two communities , the goonyas ( whites ) and the nungas ( blacks ) , come together on the one field they have in common , the football field .",0
.,1
"filippo , the official translator , believes in her innocence , and conceives a plan for her escape .",0
"in this emotionally compelling documentary , sister helen opens a private home for recovering addicts and alcoholics in the south bronx after the death of her husband and two sons .",0
"she confronts him , but the smooth talking mackenheim seduces her into a romantic dinner at his house .",0
"and suddenly , she spots her beloved , wandering over sand dunes and brings the exhausted patricia to his oasis called 'shangri-la' .",0
"The 29-year-old, winner in 2008 and 2010, claimed a 10-6 victory over defending champion Neil Robertson at Alexandra Palace in London to add the Masters title and the £175,000 first prize to last month's UK Championship crown.",0
This technique recommends new content to users based on preferences that the user and similar users have.,0
"it takes viewers on an intimate road trip across north america - from a polyamory conference in the catskills , a swingers' convention in las vegas , to long-term multipartner families in california .",0
a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video .,1
"in other words , about as bad a film you're likely to see all year .",1
it's like a poem .,1
Alessio Cerci has shone at TorinoEvery now and again Alessio Cerci still thinks about it.,1
an unsophisticated sci-fi drama that takes itself all too seriously .,1
"watch as superfag with the help of his zany superfriends , taco chick and salsa girl , the incredible dyke , the bionic old lady , supermomma , disco diva , the wonder trannies and many more , fight against the evil fiend , professor peckerhead who attempts to rid the world of homosexuality forever !",0
an experience so engrossing it is like being buried in a new environment .,1
"henrik meets the mysterious bag lady , who gives him a pair of magic shoes that make him dance like a dream .",0
.,1
"the principals in this cast are all fine , but bishop and stevenson are standouts .",1
"Alonso will get behind the wheel for the first time at the Barcelona test, which starts Feb. 19.",0
blau ( trevor griffiths ) needs a favor for old times' sake .,0
punch-drunk love mostly feints and jabs ; by anderson's standards it's strictly lightweight .,1
the documentary also describes the deployment era of the regulus submarines ( 1958-1964 ) .,0
"a hitchcockian thriller in the spirit of 'rope' and agatha christie's 'ten little indians' that begs the question can murder , if done well , be considered art ?",0
hope looms on the horizon though : he's closing in fast on his dream of opening a four-star restaurant in north conway .,0
